uuid,spot_number,shot_number,shots_in_spot,image_filename,image_width,image_height,image_quality,capture_datetime,latitude,longitude,altitude_m,altitude_accuracy_m,gps_accuracy_m,gps_reading_count,camera_pitch,camera_roll,camera_heading,municipality,barangay,farm_name,crops,temperature_c,humidity_percent,notes,device_id,capture_mode,ph,k,p,n
09c6250c,21,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011754_09c6250c.jpg,1080.0,1080.0,1080p,2026-01-21T01:17:54.126Z,16.453725,120.591791,1358.0,1.0,3.5,1.0,3.0,-9.0,355.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.5,67.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,2.0,0.0
44ba3f8f,21,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011757_44ba3f8f.jpg,1080.0,1080.0,1080p,2026-01-21T01:17:57.402Z,16.453725,120.591791,1358.0,1.0,3.5,1.0,3.0,-8.0,355.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.5,67.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,2.0,0.0
1974b62c,22,1,5,images/2026/01/21/latrinidad_balili_bsuback_20260121_061816_1974b62c.jpg,1080.0,1080.0,1080p,2026-01-21T06:18:16.623Z,,,,,,,4.0,-10.0,256.0,La Trinidad,Balili,BSU Back,custom_follow_through,,,,TECNO_TECNO_CM8_DF2CAC,controlled,6.4,0.0,2.0,0.0
67c298e0,22,2,5,images/2026/01/21/latrinidad_balili_bsuback_20260121_061819_67c298e0.jpg,1080.0,1080.0,1080p,2026-01-21T06:18:19.854Z,,,,,,,-1.0,-28.0,268.0,La Trinidad,Balili,BSU Back,custom_follow_through,,,,TECNO_TECNO_CM8_DF2CAC,controlled,6.4,0.0,2.0,0.0
854e9ff0,22,3,5,images/2026/01/21/latrinidad_balili_bsuback_20260121_061830_854e9ff0.jpg,1080.0,1080.0,1080p,2026-01-21T06:18:30.214Z,,,,,,,-3.0,12.0,259.0,La Trinidad,Balili,BSU Back,custom_follow_through,,,,TECNO_TECNO_CM8_DF2CAC,controlled,6.4,0.0,2.0,0.0
085a6b6b,22,4,5,images/2026/01/21/latrinidad_balili_bsuback_20260121_061835_085a6b6b.jpg,1080.0,1080.0,1080p,2026-01-21T06:18:35.128Z,,,,,,,-19.0,-2.0,268.0,La Trinidad,Balili,BSU Back,custom_follow_through,,,,TECNO_TECNO_CM8_DF2CAC,controlled,6.4,0.0,2.0,0.0
b4d19c72,22,5,5,images/2026/01/21/latrinidad_balili_bsuback_20260121_061844_b4d19c72.jpg,1080.0,1080.0,1080p,2026-01-21T06:18:44.396Z,,,,,,,4.0,-15.0,272.0,La Trinidad,Balili,BSU Back,custom_follow_through,,,,TECNO_TECNO_CM8_DF2CAC,controlled,6.4,0.0,2.0,0.0
cc3e974d,22,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011908_cc3e974d.jpg,1080.0,1080.0,1080p,2026-01-21T01:19:08.114Z,16.453682,120.591793,1359.0,3.0,3.3,1.0,23.0,3.0,179.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.5,67.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,2.0,0.0
de5e56c1,22,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011917_de5e56c1.jpg,1080.0,1080.0,1080p,2026-01-21T01:19:17.475Z,16.453682,120.591793,1359.0,3.0,3.3,1.0,32.0,0.0,98.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.5,67.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,2.0,0.0
d13eb61e,22,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011928_d13eb61e.jpg,1080.0,1080.0,1080p,2026-01-21T01:19:28.548Z,16.453682,120.591793,1359.0,3.0,3.3,1.0,42.0,2.0,355.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.5,67.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,2.0,0.0
acf9e380,22,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011938_acf9e380.jpg,1080.0,1080.0,1080p,2026-01-21T01:19:38.211Z,16.453682,120.591793,1359.0,3.0,3.3,1.0,33.0,8.0,272.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.5,67.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,2.0,0.0
f23fe377,22,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011951_f23fe377.jpg,1080.0,1080.0,1080p,2026-01-21T01:19:51.456Z,16.453682,120.591793,1359.0,3.0,3.3,1.0,28.0,0.0,160.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.5,67.0,,realme_RMX3840_0FE2DF,field,6.4,0.0,2.0,0.0
41477579,23,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011732_41477579.jpg,1080.0,1080.0,1080p,2026-01-21T01:17:32.673Z,16.453648,120.591802,1360.0,5.0,5.8,1.0,46.0,-5.0,25.0,La Trinidad,Balili,BSU Back,lettuce,18.5,67.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,2.0,0.0
4f425290,23,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011736_4f425290.jpg,1080.0,1080.0,1080p,2026-01-21T01:17:36.970Z,16.453648,120.591802,1360.0,5.0,5.8,1.0,17.0,-52.0,53.0,La Trinidad,Balili,BSU Back,lettuce,18.5,67.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,2.0,0.0
a3baa6ee,23,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011740_a3baa6ee.jpg,1080.0,1080.0,1080p,2026-01-21T01:17:40.238Z,16.453648,120.591802,1360.0,5.0,5.8,1.0,17.0,-45.0,51.0,La Trinidad,Balili,BSU Back,lettuce,18.5,67.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,2.0,0.0
8fdeb51e,23,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011756_8fdeb51e.jpg,1080.0,1080.0,1080p,2026-01-21T01:17:56.186Z,16.453665,120.591813,1360.0,7.0,3.0,1.0,-3.0,-19.0,295.0,La Trinidad,Balili,BSU Back,lettuce,18.5,67.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,2.0,0.0
306357ad,23,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011759_306357ad.jpg,1080.0,1080.0,1080p,2026-01-21T01:17:59.458Z,16.453665,120.591813,1360.0,7.0,3.0,1.0,-5.0,-8.0,311.0,La Trinidad,Balili,BSU Back,lettuce,18.5,67.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,2.0,0.0
ce40c095,23,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011802_ce40c095.jpg,1080.0,1080.0,1080p,2026-01-21T01:18:02.659Z,16.453665,120.591813,1360.0,7.0,3.0,1.0,-15.0,-1.0,317.0,La Trinidad,Balili,BSU Back,lettuce,18.5,67.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,2.0,0.0
fa05d776,23,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011805_fa05d776.jpg,1080.0,1080.0,1080p,2026-01-21T01:18:05.751Z,16.453665,120.591813,1360.0,7.0,3.0,1.0,-23.0,-2.0,316.0,La Trinidad,Balili,BSU Back,lettuce,18.5,67.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,2.0,0.0
1fe2e18c,23,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011809_1fe2e18c.jpg,1080.0,1080.0,1080p,2026-01-21T01:18:09.181Z,16.453665,120.591813,1360.0,7.0,3.0,1.0,20.0,0.0,305.0,La Trinidad,Balili,BSU Back,lettuce,18.5,67.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,2.0,0.0
e048720e,23,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011812_e048720e.jpg,1080.0,1080.0,1080p,2026-01-21T01:18:12.116Z,16.453665,120.591813,1360.0,7.0,3.0,1.0,31.0,8.0,295.0,La Trinidad,Balili,BSU Back,lettuce,18.5,67.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,2.0,0.0
03273e6e,23,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_011814_03273e6e.jpg,1080.0,1080.0,1080p,2026-01-21T01:18:14.991Z,16.453665,120.591813,1360.0,7.0,3.0,1.0,26.0,5.0,303.0,La Trinidad,Balili,BSU Back,lettuce,18.5,67.0,,TECNO_TECNO_CM8_5EAA20,field,6.4,0.0,2.0,0.0
1d10db26,24,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012323_1d10db26.jpg,1080.0,1080.0,1080p,2026-01-21T01:23:23.893Z,16.453766,120.591799,1358.0,8.0,3.8,1.0,29.0,-1.0,204.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,7.2,0.0,0.0,0.0
d6c75bfc,24,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012327_d6c75bfc.jpg,1080.0,1080.0,1080p,2026-01-21T01:23:27.469Z,16.453766,120.591799,1358.0,8.0,3.8,1.0,30.0,0.0,205.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,7.2,0.0,0.0,0.0
2cfe1ebe,24,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012335_2cfe1ebe.jpg,1080.0,1080.0,1080p,2026-01-21T01:23:35.491Z,16.453766,120.591819,1363.0,7.0,5.3,1.0,31.0,1.0,115.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,7.2,0.0,0.0,0.0
6c6e7adf,24,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012338_6c6e7adf.jpg,1080.0,1080.0,1080p,2026-01-21T01:23:38.966Z,16.453766,120.591819,1363.0,7.0,5.3,1.0,31.0,3.0,115.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,7.2,0.0,0.0,0.0
691ff1f4,24,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012347_691ff1f4.jpg,1080.0,1080.0,1080p,2026-01-21T01:23:47.168Z,16.453766,120.591819,1363.0,7.0,5.3,1.0,34.0,0.0,26.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,7.2,0.0,0.0,0.0
3bd67d15,24,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012350_3bd67d15.jpg,1080.0,1080.0,1080p,2026-01-21T01:23:50.740Z,16.453766,120.591819,1363.0,7.0,5.3,1.0,34.0,0.0,26.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,7.2,0.0,0.0,0.0
d039ec64,24,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012400_d039ec64.jpg,1080.0,1080.0,1080p,2026-01-21T01:24:00.932Z,16.453766,120.591819,1363.0,7.0,5.3,1.0,33.0,-3.0,299.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,7.2,0.0,0.0,0.0
e2b740b2,24,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012404_e2b740b2.jpg,1080.0,1080.0,1080p,2026-01-21T01:24:04.502Z,16.453766,120.591819,1363.0,7.0,5.3,1.0,32.0,-2.0,297.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,7.2,0.0,0.0,0.0
26a8f6b6,24,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012408_26a8f6b6.jpg,1080.0,1080.0,1080p,2026-01-21T01:24:08.725Z,16.453766,120.591819,1363.0,7.0,5.3,1.0,3.0,0.0,297.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,7.2,0.0,0.0,0.0
3e8230c8,24,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012415_3e8230c8.jpg,1080.0,1080.0,1080p,2026-01-21T01:24:15.695Z,16.453766,120.591819,1363.0,7.0,5.3,1.0,23.0,4.0,302.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,7.2,0.0,0.0,0.0
0607de5c,25,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012435_0607de5c.jpg,1080.0,1080.0,1080p,2026-01-21T01:24:35.087Z,16.453659,120.591604,1363.0,8.0,29.8,1.0,38.0,0.0,286.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
5842a69a,25,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012439_5842a69a.jpg,1080.0,1080.0,1080p,2026-01-21T01:24:39.158Z,16.453781,120.591792,1363.0,8.0,2.0,1.0,26.0,-7.0,285.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
1f73aef2,25,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012442_1f73aef2.jpg,1080.0,1080.0,1080p,2026-01-21T01:24:43.000Z,16.453781,120.591792,1363.0,8.0,2.0,1.0,34.0,3.0,297.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
43ab01e0,25,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012446_43ab01e0.jpg,1080.0,1080.0,1080p,2026-01-21T01:24:46.058Z,16.453799,120.591803,1363.0,8.0,2.0,1.0,34.0,6.0,299.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
24192f9c,25,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012451_24192f9c.jpg,1080.0,1080.0,1080p,2026-01-21T01:24:51.779Z,16.453799,120.591803,1363.0,8.0,2.0,1.0,21.0,-37.0,239.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
0b984dd8,25,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012454_0b984dd8.jpg,1080.0,1080.0,1080p,2026-01-21T01:24:54.751Z,16.453799,120.591803,1363.0,8.0,2.0,1.0,17.0,-39.0,226.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
74b4d3e0,25,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012457_74b4d3e0.jpg,1080.0,1080.0,1080p,2026-01-21T01:24:57.618Z,16.453815,120.591814,1358.0,3.0,3.0,1.0,17.0,0.0,193.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
d42bf993,25,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012500_d42bf993.jpg,1080.0,1080.0,1080p,2026-01-21T01:25:00.758Z,16.453815,120.591814,1358.0,3.0,3.0,1.0,14.0,0.0,194.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
e3856127,25,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012505_e3856127.jpg,1080.0,1080.0,1080p,2026-01-21T01:25:05.440Z,16.453815,120.591814,1358.0,3.0,3.0,1.0,3.0,-23.0,145.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
6fbad58d,25,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_012508_6fbad58d.jpg,1080.0,1080.0,1080p,2026-01-21T01:25:08.809Z,16.453815,120.591814,1358.0,3.0,3.0,1.0,5.0,-3.0,134.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
5f7e0b78,26,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013148_5f7e0b78.jpg,1080.0,1080.0,1080p,2026-01-21T01:31:48.201Z,16.453451,120.591663,1359.0,31.0,6.1,1.0,25.0,5.0,107.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
555a2d71,26,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013152_555a2d71.jpg,1080.0,1080.0,1080p,2026-01-21T01:31:52.051Z,16.453451,120.591663,1359.0,31.0,6.1,1.0,5.0,38.0,87.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
03e7af99,26,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013155_03e7af99.jpg,1080.0,1080.0,1080p,2026-01-21T01:31:55.583Z,16.453451,120.591663,1359.0,31.0,6.1,1.0,22.0,7.0,108.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
bd0c1620,26,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013159_bd0c1620.jpg,1080.0,1080.0,1080p,2026-01-21T01:31:59.497Z,16.453451,120.591663,1359.0,31.0,6.1,1.0,0.0,5.0,93.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
6a46f9d8,26,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013203_6a46f9d8.jpg,1080.0,1080.0,1080p,2026-01-21T01:32:03.265Z,16.453451,120.591663,1359.0,31.0,6.1,1.0,-1.0,5.0,92.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
2bff3d18,26,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013210_2bff3d18.jpg,1080.0,1080.0,1080p,2026-01-21T01:32:10.675Z,16.453451,120.591663,1359.0,31.0,6.1,1.0,-10.0,-19.0,225.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
f538e130,26,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013218_f538e130.jpg,1080.0,1080.0,1080p,2026-01-21T01:32:18.584Z,16.453451,120.591663,1359.0,31.0,6.1,1.0,-1.0,-66.0,208.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
d7705bc9,26,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013222_d7705bc9.jpg,1080.0,1080.0,1080p,2026-01-21T01:32:22.953Z,16.453451,120.591663,1359.0,31.0,6.1,1.0,2.0,-29.0,185.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
1198732d,26,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013227_1198732d.jpg,1080.0,1080.0,1080p,2026-01-21T01:32:27.897Z,16.453451,120.591663,1359.0,31.0,6.1,1.0,-1.0,-17.0,182.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
adb4c544,26,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013242_adb4c544.jpg,1080.0,1080.0,1080p,2026-01-21T01:32:42.214Z,16.453451,120.591663,1359.0,31.0,6.1,1.0,11.0,-22.0,53.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,7.2,0.0,2.0,0.0
96608900,27,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013028_96608900.jpg,1080.0,1080.0,1080p,2026-01-21T01:30:28.751Z,16.453306,120.591652,1360.0,6.0,3.4,1.0,1.0,-40.0,217.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,1.0,0.0
9584729f,27,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013032_9584729f.jpg,1080.0,1080.0,1080p,2026-01-21T01:30:32.188Z,16.453318,120.591633,1363.0,7.0,3.0,1.0,1.0,-40.0,179.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,1.0,0.0
6bb55ff5,27,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013035_6bb55ff5.jpg,1080.0,1080.0,1080p,2026-01-21T01:30:35.465Z,16.453318,120.591633,1363.0,7.0,3.0,1.0,3.0,-38.0,157.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,1.0,0.0
64e60a11,27,4,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013038_64e60a11.jpg,1080.0,1080.0,1080p,2026-01-21T01:30:38.949Z,16.453335,120.591625,1363.0,8.0,3.0,1.0,15.0,-6.0,144.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,1.0,0.0
0a56ee5c,27,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013042_0a56ee5c.jpg,1080.0,1080.0,1080p,2026-01-21T01:30:42.413Z,16.453335,120.591625,1363.0,8.0,3.0,1.0,21.0,30.0,141.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,1.0,0.0
ea19f7a7,27,6,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013045_ea19f7a7.jpg,1080.0,1080.0,1080p,2026-01-21T01:30:45.617Z,16.453335,120.591625,1363.0,8.0,3.0,1.0,6.0,-43.0,228.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,1.0,0.0
932e1faa,27,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013055_932e1faa.jpg,1080.0,1080.0,1080p,2026-01-21T01:30:55.333Z,16.453335,120.591625,1363.0,8.0,3.0,1.0,30.0,-1.0,357.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,1.0,0.0
7c0f618d,27,8,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013059_7c0f618d.jpg,1080.0,1080.0,1080p,2026-01-21T01:30:59.044Z,16.453335,120.591625,1363.0,8.0,3.0,1.0,21.0,-17.0,34.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,1.0,0.0
789c8517,27,9,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013103_789c8517.jpg,1080.0,1080.0,1080p,2026-01-21T01:31:03.075Z,16.453335,120.591625,1363.0,8.0,3.0,1.0,-5.0,-10.0,59.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,1.0,0.0
373cf437,27,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013108_373cf437.jpg,1080.0,1080.0,1080p,2026-01-21T01:31:08.787Z,16.453335,120.591625,1363.0,8.0,3.0,1.0,23.0,-41.0,41.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,1.0,0.0
9fa00fd4,28,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013037_9fa00fd4.jpg,1080.0,1080.0,1080p,2026-01-21T01:30:37.152Z,16.453334,120.591681,1363.0,3.0,6.7,1.0,31.0,4.0,301.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,6.8,1.0,0.0,0.0
4b81cb1b,28,3,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013046_4b81cb1b.jpg,1080.0,1080.0,1080p,2026-01-21T01:30:46.624Z,16.45334,120.5917,1358.0,19.0,3.8,1.0,38.0,-6.0,32.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,6.8,1.0,0.0,0.0
8092fb32,28,5,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013059_8092fb32.jpg,1080.0,1080.0,1080p,2026-01-21T01:30:59.739Z,16.45334,120.5917,1358.0,19.0,3.8,1.0,28.0,6.0,210.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,6.8,1.0,0.0,0.0
93cb9e4a,28,7,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013112_93cb9e4a.jpg,1080.0,1080.0,1080p,2026-01-21T01:31:12.806Z,16.45334,120.5917,1358.0,19.0,3.8,1.0,30.0,2.0,128.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,6.8,1.0,0.0,0.0
9470926d,28,10,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013131_9470926d.jpg,1080.0,1080.0,1080p,2026-01-21T01:31:31.398Z,16.45334,120.5917,1358.0,19.0,3.8,1.0,36.0,11.0,104.0,La Trinidad,Balili,BSU Back,"lettuce,custom_chinese",18.6,66.0,,realme_RMX3840_0FE2DF,field,6.8,1.0,0.0,0.0
57402b45,30,1,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013645_57402b45.jpg,1080.0,1080.0,1080p,2026-01-21T01:36:45.543Z,16.453246,120.591781,1358.0,9.0,2.5,1.0,22.0,-20.0,138.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,2.0,0.0
d90c8b0e,30,2,10,images/2026/01/21/latrinidad_balili_bsuback_20260121_013652_d90c8b0e.jpg,1080.0,1080.0,1080p,2026-01-21T01:36:52.095Z,16.453246,120.591781,1358.0,9.0,2.5,1.0,38.0,4.0,132.0,La Trinidad,Balili,BSU Back,"lettuce,custom_iceberg_lettuce",18.6,66.0,,TECNO_TECNO_CM8_5EAA20,field,6.8,0.0,2.0,0.0
